,MONTH,SERVICE_CATEGORY,CLAIM_SPECIALTY,PAYER,PAID_AMOUNT,YEAR
31484,07,Ancillary FFS,CONV CARE CLINIC,W,111,2019
31485,07,Ancillary FFS,CRITICAL CARE,UN,0,2019
31486,07,Ancillary FFS,DEFAULT,F,29250,2019
31487,07,Ancillary FFS,DEFAULT,O,4539,2019
31488,07,Ancillary FFS,DERMAPATHOLOGY,CA,0,2019
31489,07,Ancillary FFS,DERMAPATHOLOGY,UN,0,2019
31490,07,Ancillary FFS,DERMAPATHOLOGY,W,172,2019
31491,07,Ancillary FFS,DERMAPATHOLOGY,F,8882,2019
31492,07,Ancillary FFS,DERMAPATHOLOGY,O,4267,2019
31493,07,Ancillary FFS,DERMAPATHOLOGY,S,934,2019
31494,07,Ancillary FFS,DERMAPATHOLOGY,UN,0,2019
31495,07,Ancillary FFS,DIAG X RAY CLINIC,H,8662,2019
31496,07,Ancillary FFS,DIAGNOSTIC,W,22,2019
31497,07,Ancillary FFS,RADIOLOGY,CA,98,2019
31498,07,Ancillary FFS,RADIOLOGY,S,55,2019
31499,07,Ancillary FFS,DIAGNOSTIC RADIOLOGY,UN,1621,2019
31500,07,Ancillary FFS,DIAGNOSTIC SLEEP STUDIES LAB,UN,1160,2019
31501,07,Ancillary FFS,DIAL,CO,94363,2019
31502,07,Ancillary FFS,DIALYSIS,CA,614600,2019
31503,07,Ancillary FFS,DIALYSIS,S,12049,2019
31504,07,Ancillary FFS,DIALYSIS,W,214330,2019
31505,07,Ancillary FFS,DIALYSIS,H,10470,2019
31506,07,Ancillary FFS,DISEASE MANAGEMENT,CA,1348,2019
31507,07,Ancillary FFS,MEDICAL SUPPLIER DME,S,30503,2019
31508,07,Ancillary FFS,DOCTOR OF PSYCHIATRIC,UN,0,2019
31509,07,Ancillary FFS,DURABLE MED EQUIPMENT,CO,141623,2019
31510,07,Ancillary FFS,DURABLE MEDICAL EQUIPMENT,B,146130,2019
31511,07,Ancillary FFS,DURABLE MEDICAL EQUIPMENT,CA,370756,2019
31512,07,Ancillary FFS,DURABLE MEDICAL EQUIPMENT,W,131404,2019
31513,07,Ancillary FFS,DURABLE MEDICAL SUPPLY,UN,59421,2019
31514,07,Ancillary FFS,EMERGENCY MEDICAL,F,247279,2019
31515,07,Ancillary FFS,EMERGENCY MEDICAL,O,2951,2019
31516,07,Ancillary FFS,EMERGENCY MEDICAL,UN,1214,2019
31517,07,Ancillary FFS,GENERAL PRACTICE,B,0,2019
31518,07,Ancillary FFS,EMERGENCY ROOM,CA,775,2019
31519,07,Ancillary FFS,EMERGENCY ROOM,W,5587,2019
31520,07,Ancillary FFS,ENDOCRINOLOGY,F,40213,2019
31521,07,Ancillary FFS,ENDOCRINOLOGY,O,1516,2019
31522,07,Ancillary FFS,ENDOCRINOLOGY,UN,0,2019
31523,07,Ancillary FFS,ENT,UN,0,2019
31524,07,Ancillary FFS,FAMILY MEDICAL,S,782,2019
31525,07,Ancillary FFS,FAMILY PRACTICE,CA,984,2019
31526,07,Ancillary FFS,FAMILY PRACTICE,B,288,2019
31527,07,Ancillary FFS,FAMILY PRACTICE,CA,12232,2019
31528,07,Ancillary FFS,FAMILY PRACTICE,F,223030,2019
31529,07,Ancillary FFS,FAMILY PRACTICE,O,30217,2019
31530,07,Ancillary FFS,FAMILY PRACTICE,UN,740,2019
31531,07,Ancillary FFS,FAMILY PRACTICE,W,10564,2019
31532,07,Ancillary FFS,FITNESS,S,1761,2019
31533,07,Ancillary FFS,GASTROENTEROLOGY,CA,0,2019
31534,07,Ancillary FFS,GASTROENTEROLOGY,F,1840,2019
31535,07,Ancillary FFS,GASTROENTEROLOGY,UN,0,2019
31536,07,Ancillary FFS,CLINIC,UN,0,2019
31537,07,Ancillary FFS,GENERAL PRACTICE,B,2905,2019
31538,07,Ancillary FFS,GENERAL PRACTICE,CA,1067,2019
31539,07,Ancillary FFS,GENERAL PRACTICE,F,124365,2019
31540,07,Ancillary FFS,GENERAL PRACTICE,O,11693,2019
31541,07,Ancillary FFS,GENERAL PRACTICE,UN,0,2019
31542,07,Ancillary FFS,GENERAL PRACTICE,W,895,2019
31543,07,Ancillary FFS,GENERAL SURGEON,CA,1817,2019
31544,07,Ancillary FFS,GENERAL SURGEON,CO,1757,2019
31545,07,Ancillary FFS,GENERAL SURGEON,F,5206,2019
31546,07,Ancillary FFS,GENERAL SURGEON,O,446,2019
31547,07,Ancillary FFS,GENERAL SURGEON,UN,0,2019
31548,07,Ancillary FFS,GENERAL SURGEON,W,526,2019
31549,07,Ancillary FFS,OTHER SPECIALITY,CO,58,2019
31550,07,Ancillary FFS,GERIATRIC,UN,0,2019
31551,07,Ancillary FFS,GERIATRIC,CA,0,2019
31552,07,Ancillary FFS,GERIATRIC,W,391,2019
31553,07,Ancillary FFS,GERPSY,W,801,2019
31554,07,Ancillary FFS,GYM,UL,2525,2019
31555,07,Ancillary FFS,OBSTETRICS GYNECOLOGIC,UN,0,2019
31556,07,Ancillary FFS,HDM,W,217,2019
31557,07,Ancillary FFS,HEMATOLOGY ONCOLOGIC,CA,590,2019
31558,07,Ancillary FFS,HEMATOLOGY ONCOLOGIC,F,3075,2019
31559,07,Ancillary FFS,OTHER SPECIALITY,W,11113,2019
31560,07,Ancillary FFS,HINF,W,2748,2019
31561,07,Ancillary FFS,HOME DELIVERED MEALS,S,893,2019
31562,07,Ancillary FFS,HOME HEALTH AGENCY,F,1853950,2019
31563,07,Ancillary FFS,HOME HEALTH AGENCY,O,251797,2019
31564,07,Ancillary FFS,HOME HEALTH AGENCY,B,4830,2019
31565,07,Ancillary FFS,HOME HEALTH AGENCY,CO,48179,2019
31566,07,Ancillary FFS,HOME HEALTH AGENCY,S,0,2019
31567,07,Ancillary FFS,HOME HEALTH AGENCY,UL,2498,2019
31568,07,Ancillary FFS,HOME HEALTH AGENCY,W,276858,2019
31569,07,Ancillary FFS,HOME HEALTH CARE,CA,15194,2019
31570,07,Ancillary FFS,HOME HEALTH CARE,UN,28849,2019
31571,07,Ancillary FFS,HOME HEALTH,H,654280,2019
31572,07,Ancillary FFS,HOS ANCILLARY,F,1857,2019
31573,07,Ancillary FFS,HOSPICE,F,942,2019
31574,07,Ancillary FFS,HOSPICE,CA,27975,2019
31575,07,Ancillary FFS,HOSPICE,UN,436,2019
31576,07,Ancillary FFS,HOSPICE,W,2231292,2019
31577,07,Ancillary FFS,HOSPICE ACUTE CARE,B,0,2019
31578,07,Ancillary FFS,HOSPICE,UN,0,2019
31579,07,Ancillary FFS,OTHER SPECIALITY,H,2593,2019
31580,07,Ancillary FFS,INDEPENDENT LAB,F,336715,2019
31581,07,Ancillary FFS,INDEPENDENT LAB,H,100128,2019
31582,07,Ancillary FFS,INDEPENDENT LAB,O,128048,2019
31583,07,Ancillary FFS,INFECTIOUS DISEASE,UN,-1667,2019
31584,07,Ancillary FFS,INFECTIOUS DISEASE,CA,881,2019
31585,07,Ancillary FFS,INFUSION CARE,CO,10264,2019
31586,07,Ancillary FFS,INFUSION CARE,W,12492,2019
31587,07,Ancillary FFS,INFUSION PROVIDER,F,324,2019
31588,07,Ancillary FFS,INTERNAL MEDICAL,B,0,2019
31589,07,Ancillary FFS,INTERNAL MEDICAL,CA,10932,2019
31590,07,Ancillary FFS,INTERNAL MEDICAL,CO,1909,2019
31591,07,Ancillary FFS,INTERNAL MEDICAL,F,106544,2019
31592,07,Ancillary FFS,INTERNAL MEDICAL,O,7835,2019
31593,07,Ancillary FFS,INTERNAL MEDICAL,S,1638,2019
31594,07,Ancillary FFS,INTERNAL MEDICAL,UN,-527,2019
31595,07,Ancillary FFS,INTERNAL MEDICAL,W,11571,2019
31596,07,Ancillary FFS,CARDIAC,F,1536,2019
31597,07,Ancillary FFS,LABORATORY,CA,459939,2019
31598,07,Ancillary FFS,LABORATORY,CO,43086,2019
31599,07,Ancillary FFS,LABORATORY,S,31516,2019
31600,07,Ancillary FFS,LABORATORY,UN,95916,2019
31601,07,Ancillary FFS,LABORATORY,W,83321,2019
31602,07,Ancillary FFS,CLINICAL,B,8319,2019
31603,07,Ancillary FFS,LCSW,W,223,2019
31604,07,Ancillary FFS,LICENSED COUNSELING SOCIAL WRK,UN,0,2019
31605,07,Ancillary FFS,OTHER SPECIALITY,CA,457,2019
31606,07,Ancillary FFS,MEDICAL DOCTOR,H,108516,2019
31607,07,Ancillary FFS,MEDICAL SUPPLIER DME,F,2010768,2019
31608,07,Ancillary FFS,MEDICAL SUPPLIER DME,O,261512,2019
31609,07,Ancillary FFS,MEDICAL SUPPLY COMPANY WITH PROSTHETIC,UL,27808,2019
31610,07,Ancillary FFS,MEDICAL SUPPLY COMPANY WITHOUT ORTHOPAEDIC AND PROS,B,313,2019
31611,07,Ancillary FFS,MOBIL,W,1908,2019
31612,07,Ancillary FFS,DIAGNOSTIC,CA,6556,2019
31613,07,Ancillary FFS,OTHER SPECIALITY,W,0,2019
31614,07,Ancillary FFS,NEPHROLOGY,B,0,2019
31615,07,Ancillary FFS,NEPHROLOGY,CA,19379,2019
31616,07,Ancillary FFS,NEPHROLOGY,CO,922,2019
31617,07,Ancillary FFS,NEPHROLOGY,F,130900,2019
31618,07,Ancillary FFS,NEPHROLOGY,O,16133,2019
31619,07,Ancillary FFS,NEPHROLOGY,UN,0,2019
31620,07,Ancillary FFS,NEPHROLOGY,W,9598,2019
31621,07,Ancillary FFS,NEUROLOGICAL,B,0,2019
31622,07,Ancillary FFS,NEUROLOGICAL,CA,0,2019
31623,07,Ancillary FFS,NEUROLOGICAL,O,291,2019
31624,07,Ancillary FFS,NEUROLOGICAL,UN,0,2019
31625,07,Ancillary FFS,NEUROLOGICAL,O,186,2019
31626,07,Ancillary FFS,NOTPROVIDED,B,1575,2019
31627,07,Ancillary FFS,NURSE PRACTICE,CA,2709,2019
31628,07,Ancillary FFS,NURSE PRACTICE,UN,4094,2019
31629,07,Ancillary FFS,NURSE PRACTICE,S,584,2019
31630,07,Ancillary FFS,NURSE PRACTICE,H,3808,2019
31631,07,Ancillary FFS,NURSE PRACTICE,S,266,2019
31632,07,Ancillary FFS,OB GYN,B,0,2019
31633,07,Ancillary FFS,OBSTETRICS GYNECOLOGIC,F,1108,2019
31634,07,Ancillary FFS,OBSTETRICS GYNECOLOGIC,UN,0,2019
31635,07,Ancillary FFS,OCCUPATIONAL THERAPEUTIC,UN,1155,2019
31636,07,Ancillary FFS,HEMATOLOGY ONCOLOGIC,CA,196,2019
31637,07,Ancillary FFS,HEMATOLOGY ONCOLOGIC,CO,382,2019
31638,07,Ancillary FFS,HEMATOLOGY ONCOLOGIC,F,655,2019
31639,07,Ancillary FFS,HEMATOLOGY ONCOLOGIC,UN,-4076,2019
31640,07,Ancillary FFS,OPTHALMOLOGY,UN,0,2019
31641,07,Ancillary FFS,OPTOMETRIST,UN,0,2019
31642,07,Ancillary FFS,ORTHOPAEDIC SURGEON,B,0,2019
31643,07,Ancillary FFS,ORTHOPAEDIC SURGEON,CA,0,2019
31644,07,Ancillary FFS,ORTHOPAEDIC SURGEON,CO,465,2019
31645,07,Ancillary FFS,ORTHOPAEDIC SURGEON,F,7615,2019
31646,07,Ancillary FFS,ORTHOPAEDIC SURGEON,UN,0,2019
31647,07,Ancillary FFS,ORTHOPAEDIC,S,3844,2019
31648,07,Ancillary FFS,ORTHOPAEDIC,CA,129061,2019
31649,07,Ancillary FFS,ORTHOPAEDIC,CO,378,2019
31650,07,Ancillary FFS,ORTHOPAEDIC,W,7991,2019
31651,07,Ancillary FFS,OSTEOMANIPULATIVE,H,5158,2019
31652,07,Ancillary FFS,OTHER,CA,13319,2019
31653,07,Ancillary FFS,OTHER,UN,0,2019
31654,07,Ancillary FFS,OTHER MEDICAL SUPPLY COMPANY,UL,848,2019
31655,07,Ancillary FFS,OTHER,H,590,2019
31656,07,Ancillary FFS,OTHERS,F,344,2019
31657,07,Ancillary FFS,OTHERS,O,791,2019
31658,07,Ancillary FFS,PAIN MANAGEMENT,B,0,2019
31659,07,Ancillary FFS,PAIN MANAGEMENT,CA,1654,2019
31660,07,Ancillary FFS,PAIN MANAGEMENT,CO,1245,2019
31661,07,Ancillary FFS,PAIN MANAGEMENT,F,2370,2019
31662,07,Ancillary FFS,PAIN MANAGEMENT,UN,0,2019
31663,07,Ancillary FFS,PAIN MANAGEMENT,W,6084,2019
31664,07,Ancillary FFS,PATHOLOG,CA,17960,2019
31665,07,Ancillary FFS,PATHOLOG,CO,7367,2019
31666,07,Ancillary FFS,PATHOLOG,F,23555,2019
31667,07,Ancillary FFS,PATHOLOG,O,5959,2019
31668,07,Ancillary FFS,PATHOLOG,UN,243,2019
31669,07,Ancillary FFS,PATHOLOG,W,2010,2019
31670,07,Ancillary FFS,PEDIATRIC,F,1820,2019
31671,07,Ancillary FFS,PEDIATRIC,UN,0,2019
31672,07,Ancillary FFS,PERS,W,12247,2019
31673,07,Ancillary FFS,PHARMACIES,B,2931,2019
31674,07,Ancillary FFS,PHARMACIES,CA,0,2019
31675,07,Ancillary FFS,PHARMACIES INFUSION THERAPEUTIC,B,50353,2019
31676,07,Ancillary FFS,PHARMACIES INFUSION THERAPEUTIC,B,0,2019
31677,07,Ancillary FFS,PHYS MEDICAL REHAB,F,13309,2019
31678,07,Ancillary FFS,PHYSICAL MEDICAL REHAB,CA,2574,2019
31679,07,Ancillary FFS,PHYSICAL THERAPEUTIC,UN,0,2019
31680,07,Ancillary FFS,PHYSICAL ASSISTANT,H,7242,2019
31681,07,Ancillary FFS,PHYSICAL ASSISTANT,S,356,2019
31682,07,Ancillary FFS,PHYSICAL ASSISTANT,UN,0,2019
31683,07,Ancillary FFS,PHYSICAL ASSISTANT,CA,0,2019
31684,07,Ancillary FFS,EMERGENCY MEDICAL,UL,556,2019
31685,07,Ancillary FFS,PLASTIC SURGEON,CA,2111,2019
31686,07,Ancillary FFS,PLASTIC SURGEON,F,4042,2019
31687,07,Ancillary FFS,PODIATRIST,H,14084,2019
31688,07,Ancillary FFS,PODIATRIST,B,37,2019
31689,07,Ancillary FFS,PODIATRIST,CA,5819,2019
31690,07,Ancillary FFS,PODIATRIST,F,3449,2019
31691,07,Ancillary FFS,PODIATRIST,O,1731,2019
31692,07,Ancillary FFS,PODIATRIST,S,412,2019
31693,07,Ancillary FFS,PODIATRIST,UN,4163,2019
31694,07,Ancillary FFS,PODIATRIST,W,966,2019
31695,07,Ancillary FFS,PREVENTIVE MEDICAL,F,3139,2019
31696,07,Ancillary FFS,PREVENTIVE MEDICAL,O,380,2019
31697,07,Ancillary FFS,ORTHOPAEDIC,F,249838,2019
31698,07,Ancillary FFS,ORTHOPAEDIC,O,17791,2019
31699,07,Ancillary FFS,PSYCA,W,338,2019
31700,07,Ancillary FFS,HOSPICE,W,40619,2019
31701,07,Ancillary FFS,PSYCHIATRIC,CA,0,2019
31702,07,Ancillary FFS,PSYCHIATRIC,W,7716,2019
31703,07,Ancillary FFS,PSYCHIATRIC,UN,0,2019
31704,07,Ancillary FFS,PSYCHIATRIC,W,580,2019
31705,07,Ancillary FFS,PULMONARY DISEASE,F,2862,2019
31706,07,Ancillary FFS,PULMONARY DISEASE,O,4969,2019
31707,07,Ancillary FFS,PULMONARY DISEASE,CA,443,2019
31708,07,Ancillary FFS,PULMONARY DISEASE,CO,621,2019
31709,07,Ancillary FFS,ONCOLOGIC,F,9195,2019
31710,07,Ancillary FFS,ONCOLOGIC,O,3786,2019
31711,07,Ancillary FFS,RADIOL,W,1736,2019
31712,07,Ancillary FFS,RADIOLOGY,B,0,2019
31713,07,Ancillary FFS,RADIOLOGY,CA,5398,2019
31714,07,Ancillary FFS,RADIOLOGY,F,7583,2019
31715,07,Ancillary FFS,RADIOLOGY,O,1314,2019
31716,07,Ancillary FFS,RADIOLOGY,UN,334,2019
31717,07,Ancillary FFS,RADIOLOGY,W,1133,2019
31718,07,Ancillary FFS,RADIOLOGY,UN,2373,2019
31719,07,Ancillary FFS,OTHER SPECIALITY,S,820,2019
31720,07,Ancillary FFS,RADIOLOGY IMAGING CENTER,B,0,2019
31721,07,Ancillary FFS,RADIOLOGY IMAGING PROVIDER,F,47651,2019
31722,07,Ancillary FFS,RADIOLOGY IMAGING PROVIDER,O,2096,2019
31723,07,Ancillary FFS,RADIOLOGY,UN,0,2019
31724,07,Ancillary FFS,CERTIFICATION REGISTERED NURSE ANESTHESIA,H,303,2019
31725,07,Ancillary FFS,REHABILITATION CENTER,UN,0,2019
31726,07,Ancillary FFS,REHABILITATION FACILITY,B,3791,2019
31727,07,Ancillary FFS,REHABILITATION FACILITY,W,0,2019
31728,07,Ancillary FFS,RENAL DIALYSIS FACILITY,F,1792917,2019
31729,07,Ancillary FFS,RENAL DIALYSIS FACILITY,O,323048,2019
31730,07,Ancillary FFS,RESTPY,W,570,2019
31731,07,Ancillary FFS,RHEUMATOLOGY,O,1118,2019
31732,07,Ancillary FFS,RHEUMATOLOGY,UN,0,2019
31733,07,Ancillary FFS,SKILLED NURSING FAC,H,6930,2019
31734,07,Ancillary FFS,SKILLED NURSING FACILITY,W,166847,2019
31735,07,Ancillary FFS,SLEEP CENTER,CA,13457,2019
31736,07,Ancillary FFS,SLEEP CENTER,CO,1268,2019
31737,07,Ancillary FFS,SLEEP CENTER,W,5613,2019
31738,07,Ancillary FFS,SLEEP DIAGNOSTIC FACILITY,F,21883,2019
31739,07,Ancillary FFS,SLEEP DIAGNOSTIC FACILITY,O,12186,2019
31740,07,Ancillary FFS,OTHER SPECIALITY,S,2851,2019
31741,07,Ancillary FFS,SOCIAL WORKER,UN,0,2019
31742,07,Ancillary FFS,SPC FCLY CA HOSPICE,F,9482,2019
31743,07,Ancillary FFS,SPECIAL SERVICE,H,298861,2019
31744,07,Ancillary FFS,SPEECH THERAPEUTIC,UN,0,2019
31745,07,Ancillary FFS,SPTMED,W,0,2019
31746,07,Ancillary FFS,SUBST,W,50380,2019
31747,07,Ancillary FFS,PLASTIC SURGEON,UN,993,2019
31748,07,Ancillary FFS,SURGICAL ASSISTANT EMPLOYER,B,0,2019
31749,07,Ancillary FFS,TRANSFU HEPATITIS,S,9368,2019
31750,07,Ancillary FFS,URGENT CARE CENTER,B,611,2019
31751,07,Ancillary FFS,URGENT CARE CENTER,CA,46630,2019
31752,07,Ancillary FFS,URGENT CARE CENTER,F,9722,2019
31753,07,Ancillary FFS,URGENT CARE CENTER,O,2712,2019
31754,07,Ancillary FFS,URGENT CARE CENTER,S,366,2019
31755,07,Ancillary FFS,URGENT CARE CENTER,W,5045,2019
31756,07,Ancillary FFS,URGENT CARE FACILITY,UN,5069,2019
31757,07,Ancillary FFS,UROLOGY,B,2191,2019
31758,07,Ancillary FFS,UROLOGY,CA,572,2019
31759,07,Ancillary FFS,UROLOGY,CO,639,2019
31760,07,Ancillary FFS,UROLOGY,UN,0,2019
31761,07,Ancillary FFS,VISION,F,453157,2019
31762,07,Ancillary FFS,VISION,O,47241,2019
31763,07,Ancillary FFS,OTHER SPECIALITY,S,59,2019
31764,07,Ancillary FFS,WOUND,W,10458,2019
31765,07,Ancillary FFS,WOUND CARE CENTER,S,3840,2019
31766,07,Ancillary FFS,WOUND CARE SPECIAL,F,106050,2019
31767,07,Ancillary FFS,WOUND CARE SPECIAL,O,48741,2019
31768,07,Ancillary FFS,WOUNDCARE,CA,34123,2019
31769,07,ASC Services,SURGICAL CENTER,CO,63710,2019
31770,07,ASC Services,AMBULANCE SURGEON CENTER,B,13890,2019
31771,07,ASC Services,AMBULANCE SURGEON CENTER,S,4155,2019
31772,07,ASC Services,AMBULANCE SURGICAL CENTER,CA,548957,2019
31773,07,ASC Services,AMBULANCE SURGICAL CENTER,F,356713,2019
31774,07,ASC Services,AMBULANCE SURGICAL CENTER,O,48432,2019
31775,07,ASC Services,AMBULANCE SURGICAL CENTER,UL,2450,2019
31776,07,ASC Services,AMBULANCE SURGICAL CENTER,W,58473,2019
31777,07,ASC Services,AMBULANCE SURGICAL CENTERS,UN,147440,2019
31778,07,ASC Services,ANES ASSIST,CA,641,2019
31779,07,ASC Services,ANESTHESIA,H,37130,2019
31780,07,ASC Services,ANESTHESIA,B,902,2019
31781,07,ASC Services,ANESTHESIA,CA,61426,2019
31782,07,ASC Services,ANESTHESIA,CO,4323,2019
31783,07,ASC Services,ANESTHESIA,F,154407,2019
31784,07,ASC Services,ANESTHESIA,O,37930,2019
31785,07,ASC Services,ANESTHESIA,UN,7544,2019
31786,07,ASC Services,ANESTHESIA,W,22223,2019
31787,07,ASC Services,ANESTHESIA,S,1102,2019
31788,07,ASC Services,ASC,F,1322434,2019
31789,07,ASC Services,ASC,O,167390,2019
31790,07,ASC Services,CARDIAC,F,6251,2019
31791,07,ASC Services,CARDIAC,O,38,2019
31792,07,ASC Services,CERTIFICATION REGISTERED NURSE ANESTHESIA,B,4595,2019
31793,07,ASC Services,CERTIFICATION REGISTERED NURSE ANESTHESIA,UL,412,2019
31794,07,ASC Services,COLON RECTAL SURGEON,W,5889,2019
31795,07,ASC Services,COLORECTAL SURGEON,F,808,2019
31796,07,ASC Services,RADIOLOGY,CA,0,2019
31797,07,ASC Services,ENT,F,8016,2019
31798,07,ASC Services,PLASTIC SURGEON,F,4364,2019
31799,07,ASC Services,FAMILY PRACTICE,O,1203,2019
31800,07,ASC Services,GASTROENTEROLOGY,B,1265,2019
31801,07,ASC Services,GASTROENTEROLOGY,CA,88379,2019
31802,07,ASC Services,GASTROENTEROLOGY,CO,5273,2019
31803,07,ASC Services,GASTROENTEROLOGY,F,187310,2019
31804,07,ASC Services,GASTROENTEROLOGY,O,117784,2019
31805,07,ASC Services,GASTROENTEROLOGY,S,2764,2019
31806,07,ASC Services,GASTROENTEROLOGY,UN,2628,2019
31807,07,ASC Services,GASTROENTEROLOGY,W,20828,2019
31808,07,ASC Services,GENERAL SURGEON,CA,4047,2019
31809,07,ASC Services,GENERAL SURGEON,F,19232,2019
31810,07,ASC Services,GENERAL SURGEON,O,4588,2019
31811,07,ASC Services,HAND SURGEON,F,30446,2019
31812,07,ASC Services,INDEPENDENT LAB,F,5892,2019
31813,07,ASC Services,INDEPENDENT LAB,O,382,2019
31814,07,ASC Services,INTERNAL MEDICAL,O,753,2019
31815,07,ASC Services,MEDICAL DOCTOR,H,130918,2019
31816,07,ASC Services,NEPHROLOGY,F,3170,2019
31817,07,ASC Services,NEPHROLOGY,W,2196,2019
31818,07,ASC Services,NEUROLOGICAL,CA,3412,2019
31819,07,ASC Services,NEUROLOGICAL,F,1294,2019
31820,07,ASC Services,OPHTHALMOLOGY,CA,36737,2019
31821,07,ASC Services,OPHTHALMOLOGY,B,970,2019
31822,07,ASC Services,OPTHALMOLOGY,UN,46151,2019
31823,07,ASC Services,ORTHOPAEDIC SURGEON,B,10427,2019
31824,07,ASC Services,ORTHOPAEDIC SURGEON,CA,10373,2019
31825,07,ASC Services,ORTHOPAEDIC SURGEON,F,51446,2019
31826,07,ASC Services,ORTHOPAEDIC SURGEON,O,33303,2019
31827,07,ASC Services,ORTHOPAEDIC SURGEON,UN,3873,2019
31828,07,ASC Services,OSTEOMANIPULATIVE,H,2285,2019
31829,07,ASC Services,PAIN MANAGEMENT,CA,36598,2019
31830,07,ASC Services,PAIN MANAGEMENT,CO,677,2019
31831,07,ASC Services,PAIN MANAGEMENT,F,16066,2019
31832,07,ASC Services,PAIN MANAGEMENT,O,3853,2019
31833,07,ASC Services,PAIN MANAGEMENT,W,1840,2019
31834,07,ASC Services,PAIN MEDICAL,S,497,2019
31835,07,ASC Services,PATHOLOG,B,4379,2019
31836,07,ASC Services,PATHOLOG,CA,878,2019
31837,07,ASC Services,PATHOLOG,CO,1269,2019
31838,07,ASC Services,PATHOLOG,F,2237,2019
31839,07,ASC Services,PATHOLOG,O,1131,2019
31840,07,ASC Services,PEDANE,W,672,2019
31841,07,ASC Services,PEDIATRIC,UN,1421,2019
31842,07,ASC Services,PHYS MEDICAL REHAB,F,10301,2019
31843,07,ASC Services,PHYS MEDICAL REHAB,O,25230,2019
31844,07,ASC Services,PHYSICAL MEDICAL REHAB,CA,4457,2019
31845,07,ASC Services,PHYSICAL MEDICAL REHAB,CO,611,2019
31846,07,ASC Services,GASTROENTEROLOGY,UL,1957,2019
31847,07,ASC Services,PAIN MANAGEMENT,UL,418,2019
31848,07,ASC Services,PODIATRIST,F,3882,2019
31849,07,ASC Services,SKILLED NURSING FACILITY,CA,0,2019
31850,07,ASC Services,SPTMED,W,2783,2019
31851,07,ASC Services,SURGICAL ASSISTANT EMPLOYER,B,731,2019
31852,07,ASC Services,AMBULANCE SURGICAL CENTER,H,313494,2019
31853,07,ASC Services,UROLOGY,CA,788,2019
31854,07,ASC Services,UROLOGY,F,62991,2019
31855,07,ASC Services,UROLOGY,O,4577,2019
31856,07,ASC Services,UROLOGY,UN,5865,2019
31857,07,ASC Services,VASCULAR SURGEON,O,2084,2019
31858,07,ASC Services,VISION,F,15566,2019
31859,07,ER Services,UNKNOWN,S,359,2019
31860,07,ER Services,OTHER SPECIALITY,W,0,2019
31861,07,ER Services,NURSE PRACTICE,B,1911,2019
31862,07,ER Services,ADVANCED RN PRACT,CA,2960,2019
31863,07,ER Services,ANATOM,W,0,2019
31864,07,ER Services,ANESTHESIA,H,263,2019
31865,07,ER Services,ARNP,CA,33066,2019
31866,07,ER Services,CARDIAC,F,360,2019
31867,07,ER Services,CARDIAC,O,199,2019
31868,07,ER Services,CARDIAC,CA,1216,2019
31869,07,ER Services,CARDIAC,CO,52,2019
31870,07,ER Services,CARDIAC,F,2540,2019
31871,07,ER Services,CARDIAC,O,880,2019
31872,07,ER Services,CARDIAC,S,136,2019
31873,07,ER Services,CARDIAC,UN,157,2019
31874,07,ER Services,CARDIAC,W,401,2019
31875,07,ER Services,CARDIAC,B,34,2019
31876,07,ER Services,CARDIAC,F,52,2019
31877,07,ER Services,CARDIAC,S,63,2019
31878,07,ER Services,CARDIAC,CA,1332,2019
31879,07,ER Services,CARDIAC,CO,303,2019
31880,07,ER Services,CLINIC,CO,714,2019
31881,07,ER Services,CLMIS,CO,503,2019
31882,07,ER Services,CRITICAL CARE,F,6388,2019
31883,07,ER Services,CRITICAL CARE,W,511,2019
31884,07,ER Services,DIAG X RAY CLINIC,H,8380,2019
31885,07,ER Services,RADIOLOGY,CA,6988,2019
31886,07,ER Services,RADIOLOGY,CO,982,2019
31887,07,ER Services,RADIOLOGY,F,2089,2019
31888,07,ER Services,RADIOLOGY,O,57,2019
31889,07,ER Services,RADIOLOGY,S,9946,2019
31890,07,ER Services,ELECTROPHY STUDY,CA,0,2019
31891,07,ER Services,EMERGENCY MEDICAL,CO,41252,2019
31892,07,ER Services,EMERGENCY MEDICAL,F,1081643,2019
31893,07,ER Services,EMERGENCY MEDICAL,O,229189,2019
31894,07,ER Services,EMERGENCY MEDICAL,S,25658,2019
31895,07,ER Services,EMERGENCY MEDICAL,UN,24737,2019
31896,07,ER Services,GENERAL PRACTICE,B,10229,2019
31897,07,ER Services,EMERGENCY ROOM,CA,505833,2019
31898,07,ER Services,EMERGENCY ROOM,W,190160,2019
31899,07,ER Services,ENT,CA,1144,2019
31900,07,ER Services,ENT,F,450,2019
31901,07,ER Services,FAMILY MEDICAL,S,4543,2019
31902,07,ER Services,FAMILY PRACTICE,CA,2957,2019
31903,07,ER Services,FAMILY PRACTICE,B,1420,2019
31904,07,ER Services,FAMILY PRACTICE,CA,30753,2019
31905,07,ER Services,FAMILY PRACTICE,F,85093,2019
31906,07,ER Services,FAMILY PRACTICE,O,26537,2019
31907,07,ER Services,FAMILY PRACTICE,W,18879,2019
31908,07,ER Services,GENERAL PRACTICE,CA,2079,2019
31909,07,ER Services,GENERAL PRACTICE,F,6688,2019
31910,07,ER Services,GENERAL PRACTICE,O,3078,2019
